"","Cladogenesis","Extinction","Immigration","Anagenesis","Carrying_Capacity","X_s","X_nonend","Cladogenesis_2","Extinction_2","Immigration_2","Carrying_Capacity_2","Anagenesis_2","num_shifts"
"1171",1,2,0.01,1,40,0.1,0.9,0.5,0.5,5,150,0,10
"1172",2,2,0.01,1,40,0.1,0.9,0.5,0.5,5,150,0,10
"1173",1,1,0.02,1,40,0.1,0.9,0.5,0.5,5,150,0,10
"1174",2,1,0.02,1,40,0.1,0.9,0.5,0.5,5,150,0,10
"1175",1,2,0.02,1,40,0.1,0.9,0.5,0.5,5,150,0,10
"1176",2,2,0.02,1,40,0.1,0.9,0.5,0.5,5,150,0,10
"1177",1,1,0.01,2,40,0.1,0.9,0.5,0.5,5,150,0,10
"1178",2,1,0.01,2,40,0.1,0.9,0.5,0.5,5,150,0,10
"1179",1,2,0.01,2,40,0.1,0.9,0.5,0.5,5,150,0,10
"1180",2,2,0.01,2,40,0.1,0.9,0.5,0.5,5,150,0,10
"1181",1,1,0.02,2,40,0.1,0.9,0.5,0.5,5,150,0,10
"1182",2,1,0.02,2,40,0.1,0.9,0.5,0.5,5,150,0,10
"1183",1,2,0.02,2,40,0.1,0.9,0.5,0.5,5,150,0,10
"1184",2,2,0.02,2,40,0.1,0.9,0.5,0.5,5,150,0,10
"1185",1,1,0.01,1,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1186",2,1,0.01,1,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1187",1,2,0.01,1,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1188",2,2,0.01,1,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1189",1,1,0.02,1,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1190",2,1,0.02,1,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1191",1,2,0.02,1,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1192",2,2,0.02,1,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1193",1,1,0.01,2,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1194",2,1,0.01,2,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1195",1,2,0.01,2,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1196",2,2,0.01,2,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1197",1,1,0.02,2,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1198",2,1,0.02,2,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1199",1,2,0.02,2,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1200",2,2,0.02,2,Inf,0.1,0.9,0.5,0.5,5,150,0,10
"1201",1,1,0.01,1,20,0.3,0.9,0.5,0.5,5,150,0,10
"1202",2,1,0.01,1,20,0.3,0.9,0.5,0.5,5,150,0,10
"1203",1,2,0.01,1,20,0.3,0.9,0.5,0.5,5,150,0,10
"1204",2,2,0.01,1,20,0.3,0.9,0.5,0.5,5,150,0,10
"1205",1,1,0.02,1,20,0.3,0.9,0.5,0.5,5,150,0,10
"1206",2,1,0.02,1,20,0.3,0.9,0.5,0.5,5,150,0,10
"1207",1,2,0.02,1,20,0.3,0.9,0.5,0.5,5,150,0,10
"1208",2,2,0.02,1,20,0.3,0.9,0.5,0.5,5,150,0,10
"1209",1,1,0.01,2,20,0.3,0.9,0.5,0.5,5,150,0,10
"1210",2,1,0.01,2,20,0.3,0.9,0.5,0.5,5,150,0,10
"1211",1,2,0.01,2,20,0.3,0.9,0.5,0.5,5,150,0,10
"1212",2,2,0.01,2,20,0.3,0.9,0.5,0.5,5,150,0,10
"1213",1,1,0.02,2,20,0.3,0.9,0.5,0.5,5,150,0,10
"1214",2,1,0.02,2,20,0.3,0.9,0.5,0.5,5,150,0,10
"1215",1,2,0.02,2,20,0.3,0.9,0.5,0.5,5,150,0,10
"1216",2,2,0.02,2,20,0.3,0.9,0.5,0.5,5,150,0,10
"1217",1,1,0.01,1,40,0.3,0.9,0.5,0.5,5,150,0,10
"1218",2,1,0.01,1,40,0.3,0.9,0.5,0.5,5,150,0,10
"1219",1,2,0.01,1,40,0.3,0.9,0.5,0.5,5,150,0,10
"1220",2,2,0.01,1,40,0.3,0.9,0.5,0.5,5,150,0,10
"1221",1,1,0.02,1,40,0.3,0.9,0.5,0.5,5,150,0,10
"1222",2,1,0.02,1,40,0.3,0.9,0.5,0.5,5,150,0,10
"1223",1,2,0.02,1,40,0.3,0.9,0.5,0.5,5,150,0,10
"1224",2,2,0.02,1,40,0.3,0.9,0.5,0.5,5,150,0,10
"1225",1,1,0.01,2,40,0.3,0.9,0.5,0.5,5,150,0,10
"1226",2,1,0.01,2,40,0.3,0.9,0.5,0.5,5,150,0,10
"1227",1,2,0.01,2,40,0.3,0.9,0.5,0.5,5,150,0,10
"1228",2,2,0.01,2,40,0.3,0.9,0.5,0.5,5,150,0,10
"1229",1,1,0.02,2,40,0.3,0.9,0.5,0.5,5,150,0,10
"1230",2,1,0.02,2,40,0.3,0.9,0.5,0.5,5,150,0,10
"1231",1,2,0.02,2,40,0.3,0.9,0.5,0.5,5,150,0,10
"1232",2,2,0.02,2,40,0.3,0.9,0.5,0.5,5,150,0,10
"1233",1,1,0.01,1,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1234",2,1,0.01,1,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1235",1,2,0.01,1,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1236",2,2,0.01,1,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1237",1,1,0.02,1,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1238",2,1,0.02,1,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1239",1,2,0.02,1,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1240",2,2,0.02,1,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1241",1,1,0.01,2,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1242",2,1,0.01,2,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1243",1,2,0.01,2,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1244",2,2,0.01,2,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1245",1,1,0.02,2,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1246",2,1,0.02,2,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1247",1,2,0.02,2,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1248",2,2,0.02,2,Inf,0.3,0.9,0.5,0.5,5,150,0,10
"1249",1,1,0.01,1,20,0.5,0.9,0.5,0.5,5,150,0,10
"1250",2,1,0.01,1,20,0.5,0.9,0.5,0.5,5,150,0,10
"1251",1,2,0.01,1,20,0.5,0.9,0.5,0.5,5,150,0,10
"1252",2,2,0.01,1,20,0.5,0.9,0.5,0.5,5,150,0,10
"1253",1,1,0.02,1,20,0.5,0.9,0.5,0.5,5,150,0,10
"1254",2,1,0.02,1,20,0.5,0.9,0.5,0.5,5,150,0,10
"1255",1,2,0.02,1,20,0.5,0.9,0.5,0.5,5,150,0,10
"1256",2,2,0.02,1,20,0.5,0.9,0.5,0.5,5,150,0,10
"1257",1,1,0.01,2,20,0.5,0.9,0.5,0.5,5,150,0,10
"1258",2,1,0.01,2,20,0.5,0.9,0.5,0.5,5,150,0,10
"1259",1,2,0.01,2,20,0.5,0.9,0.5,0.5,5,150,0,10
"1260",2,2,0.01,2,20,0.5,0.9,0.5,0.5,5,150,0,10
"1261",1,1,0.02,2,20,0.5,0.9,0.5,0.5,5,150,0,10
"1262",2,1,0.02,2,20,0.5,0.9,0.5,0.5,5,150,0,10
"1263",1,2,0.02,2,20,0.5,0.9,0.5,0.5,5,150,0,10
"1264",2,2,0.02,2,20,0.5,0.9,0.5,0.5,5,150,0,10
"1265",1,1,0.01,1,40,0.5,0.9,0.5,0.5,5,150,0,10
"1266",2,1,0.01,1,40,0.5,0.9,0.5,0.5,5,150,0,10
"1267",1,2,0.01,1,40,0.5,0.9,0.5,0.5,5,150,0,10
"1268",2,2,0.01,1,40,0.5,0.9,0.5,0.5,5,150,0,10
"1269",1,1,0.02,1,40,0.5,0.9,0.5,0.5,5,150,0,10
"1270",2,1,0.02,1,40,0.5,0.9,0.5,0.5,5,150,0,10
"1271",1,2,0.02,1,40,0.5,0.9,0.5,0.5,5,150,0,10
"1272",2,2,0.02,1,40,0.5,0.9,0.5,0.5,5,150,0,10
"1273",1,1,0.01,2,40,0.5,0.9,0.5,0.5,5,150,0,10
"1274",2,1,0.01,2,40,0.5,0.9,0.5,0.5,5,150,0,10
"1275",1,2,0.01,2,40,0.5,0.9,0.5,0.5,5,150,0,10
"1276",2,2,0.01,2,40,0.5,0.9,0.5,0.5,5,150,0,10
"1277",1,1,0.02,2,40,0.5,0.9,0.5,0.5,5,150,0,10
"1278",2,1,0.02,2,40,0.5,0.9,0.5,0.5,5,150,0,10
"1279",1,2,0.02,2,40,0.5,0.9,0.5,0.5,5,150,0,10
"1280",2,2,0.02,2,40,0.5,0.9,0.5,0.5,5,150,0,10
"1281",1,1,0.01,1,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1282",2,1,0.01,1,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1283",1,2,0.01,1,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1284",2,2,0.01,1,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1285",1,1,0.02,1,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1286",2,1,0.02,1,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1287",1,2,0.02,1,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1288",2,2,0.02,1,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1289",1,1,0.01,2,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1290",2,1,0.01,2,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1291",1,2,0.01,2,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1292",2,2,0.01,2,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1293",1,1,0.02,2,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1294",2,1,0.02,2,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1295",1,2,0.02,2,Inf,0.5,0.9,0.5,0.5,5,150,0,10
"1296",2,2,0.02,2,Inf,0.5,0.9,0.5,0.5,5,150,0,10
