"","Cladogenesis","Extinction","Immigration","Anagenesis","Carrying_Capacity","X_s","X_nonend","Cladogenesis_2","Extinction_2","Immigration_2","Carrying_Capacity_2","Anagenesis_2","num_shifts"
"1",1,1,0.01,1,20,0.1,0.1,0.5,0.5,5,150,0,1
"2",2,1,0.01,1,20,0.1,0.1,0.5,0.5,5,150,0,1
"3",1,2,0.01,1,20,0.1,0.1,0.5,0.5,5,150,0,1
"4",2,2,0.01,1,20,0.1,0.1,0.5,0.5,5,150,0,1
"5",1,1,0.02,1,20,0.1,0.1,0.5,0.5,5,150,0,1
"6",2,1,0.02,1,20,0.1,0.1,0.5,0.5,5,150,0,1
"7",1,2,0.02,1,20,0.1,0.1,0.5,0.5,5,150,0,1
"8",2,2,0.02,1,20,0.1,0.1,0.5,0.5,5,150,0,1
"9",1,1,0.01,2,20,0.1,0.1,0.5,0.5,5,150,0,1
"10",2,1,0.01,2,20,0.1,0.1,0.5,0.5,5,150,0,1
"11",1,2,0.01,2,20,0.1,0.1,0.5,0.5,5,150,0,1
"12",2,2,0.01,2,20,0.1,0.1,0.5,0.5,5,150,0,1
"13",1,1,0.02,2,20,0.1,0.1,0.5,0.5,5,150,0,1
"14",2,1,0.02,2,20,0.1,0.1,0.5,0.5,5,150,0,1
"15",1,2,0.02,2,20,0.1,0.1,0.5,0.5,5,150,0,1
"16",2,2,0.02,2,20,0.1,0.1,0.5,0.5,5,150,0,1
"17",1,1,0.01,1,40,0.1,0.1,0.5,0.5,5,150,0,1
"18",2,1,0.01,1,40,0.1,0.1,0.5,0.5,5,150,0,1
"19",1,2,0.01,1,40,0.1,0.1,0.5,0.5,5,150,0,1
"20",2,2,0.01,1,40,0.1,0.1,0.5,0.5,5,150,0,1
"21",1,1,0.02,1,40,0.1,0.1,0.5,0.5,5,150,0,1
"22",2,1,0.02,1,40,0.1,0.1,0.5,0.5,5,150,0,1
"23",1,2,0.02,1,40,0.1,0.1,0.5,0.5,5,150,0,1
"24",2,2,0.02,1,40,0.1,0.1,0.5,0.5,5,150,0,1
"25",1,1,0.01,2,40,0.1,0.1,0.5,0.5,5,150,0,1
"26",2,1,0.01,2,40,0.1,0.1,0.5,0.5,5,150,0,1
"27",1,2,0.01,2,40,0.1,0.1,0.5,0.5,5,150,0,1
"28",2,2,0.01,2,40,0.1,0.1,0.5,0.5,5,150,0,1
"29",1,1,0.02,2,40,0.1,0.1,0.5,0.5,5,150,0,1
"30",2,1,0.02,2,40,0.1,0.1,0.5,0.5,5,150,0,1
"31",1,2,0.02,2,40,0.1,0.1,0.5,0.5,5,150,0,1
"32",2,2,0.02,2,40,0.1,0.1,0.5,0.5,5,150,0,1
"33",1,1,0.01,1,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"34",2,1,0.01,1,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"35",1,2,0.01,1,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"36",2,2,0.01,1,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"37",1,1,0.02,1,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"38",2,1,0.02,1,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"39",1,2,0.02,1,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"40",2,2,0.02,1,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"41",1,1,0.01,2,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"42",2,1,0.01,2,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"43",1,2,0.01,2,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"44",2,2,0.01,2,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"45",1,1,0.02,2,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"46",2,1,0.02,2,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"47",1,2,0.02,2,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"48",2,2,0.02,2,Inf,0.1,0.1,0.5,0.5,5,150,0,1
"49",1,1,0.01,1,20,0.3,0.1,0.5,0.5,5,150,0,1
"50",2,1,0.01,1,20,0.3,0.1,0.5,0.5,5,150,0,1
"51",1,2,0.01,1,20,0.3,0.1,0.5,0.5,5,150,0,1
"52",2,2,0.01,1,20,0.3,0.1,0.5,0.5,5,150,0,1
"53",1,1,0.02,1,20,0.3,0.1,0.5,0.5,5,150,0,1
"54",2,1,0.02,1,20,0.3,0.1,0.5,0.5,5,150,0,1
"55",1,2,0.02,1,20,0.3,0.1,0.5,0.5,5,150,0,1
"56",2,2,0.02,1,20,0.3,0.1,0.5,0.5,5,150,0,1
"57",1,1,0.01,2,20,0.3,0.1,0.5,0.5,5,150,0,1
"58",2,1,0.01,2,20,0.3,0.1,0.5,0.5,5,150,0,1
"59",1,2,0.01,2,20,0.3,0.1,0.5,0.5,5,150,0,1
"60",2,2,0.01,2,20,0.3,0.1,0.5,0.5,5,150,0,1
"61",1,1,0.02,2,20,0.3,0.1,0.5,0.5,5,150,0,1
"62",2,1,0.02,2,20,0.3,0.1,0.5,0.5,5,150,0,1
"63",1,2,0.02,2,20,0.3,0.1,0.5,0.5,5,150,0,1
"64",2,2,0.02,2,20,0.3,0.1,0.5,0.5,5,150,0,1
"65",1,1,0.01,1,40,0.3,0.1,0.5,0.5,5,150,0,1
"66",2,1,0.01,1,40,0.3,0.1,0.5,0.5,5,150,0,1
"67",1,2,0.01,1,40,0.3,0.1,0.5,0.5,5,150,0,1
"68",2,2,0.01,1,40,0.3,0.1,0.5,0.5,5,150,0,1
"69",1,1,0.02,1,40,0.3,0.1,0.5,0.5,5,150,0,1
"70",2,1,0.02,1,40,0.3,0.1,0.5,0.5,5,150,0,1
"71",1,2,0.02,1,40,0.3,0.1,0.5,0.5,5,150,0,1
"72",2,2,0.02,1,40,0.3,0.1,0.5,0.5,5,150,0,1
"73",1,1,0.01,2,40,0.3,0.1,0.5,0.5,5,150,0,1
"74",2,1,0.01,2,40,0.3,0.1,0.5,0.5,5,150,0,1
"75",1,2,0.01,2,40,0.3,0.1,0.5,0.5,5,150,0,1
"76",2,2,0.01,2,40,0.3,0.1,0.5,0.5,5,150,0,1
"77",1,1,0.02,2,40,0.3,0.1,0.5,0.5,5,150,0,1
"78",2,1,0.02,2,40,0.3,0.1,0.5,0.5,5,150,0,1
"79",1,2,0.02,2,40,0.3,0.1,0.5,0.5,5,150,0,1
"80",2,2,0.02,2,40,0.3,0.1,0.5,0.5,5,150,0,1
"81",1,1,0.01,1,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"82",2,1,0.01,1,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"83",1,2,0.01,1,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"84",2,2,0.01,1,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"85",1,1,0.02,1,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"86",2,1,0.02,1,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"87",1,2,0.02,1,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"88",2,2,0.02,1,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"89",1,1,0.01,2,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"90",2,1,0.01,2,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"91",1,2,0.01,2,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"92",2,2,0.01,2,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"93",1,1,0.02,2,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"94",2,1,0.02,2,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"95",1,2,0.02,2,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"96",2,2,0.02,2,Inf,0.3,0.1,0.5,0.5,5,150,0,1
"97",1,1,0.01,1,20,0.5,0.1,0.5,0.5,5,150,0,1
"98",2,1,0.01,1,20,0.5,0.1,0.5,0.5,5,150,0,1
"99",1,2,0.01,1,20,0.5,0.1,0.5,0.5,5,150,0,1
"100",2,2,0.01,1,20,0.5,0.1,0.5,0.5,5,150,0,1
"101",1,1,0.02,1,20,0.5,0.1,0.5,0.5,5,150,0,1
"102",2,1,0.02,1,20,0.5,0.1,0.5,0.5,5,150,0,1
"103",1,2,0.02,1,20,0.5,0.1,0.5,0.5,5,150,0,1
"104",2,2,0.02,1,20,0.5,0.1,0.5,0.5,5,150,0,1
"105",1,1,0.01,2,20,0.5,0.1,0.5,0.5,5,150,0,1
"106",2,1,0.01,2,20,0.5,0.1,0.5,0.5,5,150,0,1
"107",1,2,0.01,2,20,0.5,0.1,0.5,0.5,5,150,0,1
"108",2,2,0.01,2,20,0.5,0.1,0.5,0.5,5,150,0,1
"109",1,1,0.02,2,20,0.5,0.1,0.5,0.5,5,150,0,1
"110",2,1,0.02,2,20,0.5,0.1,0.5,0.5,5,150,0,1
"111",1,2,0.02,2,20,0.5,0.1,0.5,0.5,5,150,0,1
"112",2,2,0.02,2,20,0.5,0.1,0.5,0.5,5,150,0,1
"113",1,1,0.01,1,40,0.5,0.1,0.5,0.5,5,150,0,1
"114",2,1,0.01,1,40,0.5,0.1,0.5,0.5,5,150,0,1
"115",1,2,0.01,1,40,0.5,0.1,0.5,0.5,5,150,0,1
"116",2,2,0.01,1,40,0.5,0.1,0.5,0.5,5,150,0,1
"117",1,1,0.02,1,40,0.5,0.1,0.5,0.5,5,150,0,1
"118",2,1,0.02,1,40,0.5,0.1,0.5,0.5,5,150,0,1
"119",1,2,0.02,1,40,0.5,0.1,0.5,0.5,5,150,0,1
"120",2,2,0.02,1,40,0.5,0.1,0.5,0.5,5,150,0,1
"121",1,1,0.01,2,40,0.5,0.1,0.5,0.5,5,150,0,1
"122",2,1,0.01,2,40,0.5,0.1,0.5,0.5,5,150,0,1
"123",1,2,0.01,2,40,0.5,0.1,0.5,0.5,5,150,0,1
"124",2,2,0.01,2,40,0.5,0.1,0.5,0.5,5,150,0,1
"125",1,1,0.02,2,40,0.5,0.1,0.5,0.5,5,150,0,1
"126",2,1,0.02,2,40,0.5,0.1,0.5,0.5,5,150,0,1
"127",1,2,0.02,2,40,0.5,0.1,0.5,0.5,5,150,0,1
"128",2,2,0.02,2,40,0.5,0.1,0.5,0.5,5,150,0,1
"129",1,1,0.01,1,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"130",2,1,0.01,1,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"131",1,2,0.01,1,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"132",2,2,0.01,1,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"133",1,1,0.02,1,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"134",2,1,0.02,1,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"135",1,2,0.02,1,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"136",2,2,0.02,1,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"137",1,1,0.01,2,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"138",2,1,0.01,2,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"139",1,2,0.01,2,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"140",2,2,0.01,2,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"141",1,1,0.02,2,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"142",2,1,0.02,2,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"143",1,2,0.02,2,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"144",2,2,0.02,2,Inf,0.5,0.1,0.5,0.5,5,150,0,1
"145",1,1,0.01,1,20,0.1,0.5,0.5,0.5,5,150,0,1
"146",2,1,0.01,1,20,0.1,0.5,0.5,0.5,5,150,0,1
"147",1,2,0.01,1,20,0.1,0.5,0.5,0.5,5,150,0,1
"148",2,2,0.01,1,20,0.1,0.5,0.5,0.5,5,150,0,1
"149",1,1,0.02,1,20,0.1,0.5,0.5,0.5,5,150,0,1
"150",2,1,0.02,1,20,0.1,0.5,0.5,0.5,5,150,0,1
"151",1,2,0.02,1,20,0.1,0.5,0.5,0.5,5,150,0,1
"152",2,2,0.02,1,20,0.1,0.5,0.5,0.5,5,150,0,1
"153",1,1,0.01,2,20,0.1,0.5,0.5,0.5,5,150,0,1
"154",2,1,0.01,2,20,0.1,0.5,0.5,0.5,5,150,0,1
"155",1,2,0.01,2,20,0.1,0.5,0.5,0.5,5,150,0,1
"156",2,2,0.01,2,20,0.1,0.5,0.5,0.5,5,150,0,1
"157",1,1,0.02,2,20,0.1,0.5,0.5,0.5,5,150,0,1
"158",2,1,0.02,2,20,0.1,0.5,0.5,0.5,5,150,0,1
"159",1,2,0.02,2,20,0.1,0.5,0.5,0.5,5,150,0,1
"160",2,2,0.02,2,20,0.1,0.5,0.5,0.5,5,150,0,1
"161",1,1,0.01,1,40,0.1,0.5,0.5,0.5,5,150,0,1
"162",2,1,0.01,1,40,0.1,0.5,0.5,0.5,5,150,0,1
"163",1,2,0.01,1,40,0.1,0.5,0.5,0.5,5,150,0,1
"164",2,2,0.01,1,40,0.1,0.5,0.5,0.5,5,150,0,1
"165",1,1,0.02,1,40,0.1,0.5,0.5,0.5,5,150,0,1
"166",2,1,0.02,1,40,0.1,0.5,0.5,0.5,5,150,0,1
"167",1,2,0.02,1,40,0.1,0.5,0.5,0.5,5,150,0,1
"168",2,2,0.02,1,40,0.1,0.5,0.5,0.5,5,150,0,1
"169",1,1,0.01,2,40,0.1,0.5,0.5,0.5,5,150,0,1
"170",2,1,0.01,2,40,0.1,0.5,0.5,0.5,5,150,0,1
"171",1,2,0.01,2,40,0.1,0.5,0.5,0.5,5,150,0,1
"172",2,2,0.01,2,40,0.1,0.5,0.5,0.5,5,150,0,1
"173",1,1,0.02,2,40,0.1,0.5,0.5,0.5,5,150,0,1
"174",2,1,0.02,2,40,0.1,0.5,0.5,0.5,5,150,0,1
"175",1,2,0.02,2,40,0.1,0.5,0.5,0.5,5,150,0,1
"176",2,2,0.02,2,40,0.1,0.5,0.5,0.5,5,150,0,1
"177",1,1,0.01,1,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"178",2,1,0.01,1,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"179",1,2,0.01,1,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"180",2,2,0.01,1,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"181",1,1,0.02,1,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"182",2,1,0.02,1,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"183",1,2,0.02,1,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"184",2,2,0.02,1,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"185",1,1,0.01,2,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"186",2,1,0.01,2,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"187",1,2,0.01,2,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"188",2,2,0.01,2,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"189",1,1,0.02,2,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"190",2,1,0.02,2,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"191",1,2,0.02,2,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"192",2,2,0.02,2,Inf,0.1,0.5,0.5,0.5,5,150,0,1
"193",1,1,0.01,1,20,0.3,0.5,0.5,0.5,5,150,0,1
"194",2,1,0.01,1,20,0.3,0.5,0.5,0.5,5,150,0,1
"195",1,2,0.01,1,20,0.3,0.5,0.5,0.5,5,150,0,1
"196",2,2,0.01,1,20,0.3,0.5,0.5,0.5,5,150,0,1
"197",1,1,0.02,1,20,0.3,0.5,0.5,0.5,5,150,0,1
"198",2,1,0.02,1,20,0.3,0.5,0.5,0.5,5,150,0,1
"199",1,2,0.02,1,20,0.3,0.5,0.5,0.5,5,150,0,1
"200",2,2,0.02,1,20,0.3,0.5,0.5,0.5,5,150,0,1
"201",1,1,0.01,2,20,0.3,0.5,0.5,0.5,5,150,0,1
"202",2,1,0.01,2,20,0.3,0.5,0.5,0.5,5,150,0,1
"203",1,2,0.01,2,20,0.3,0.5,0.5,0.5,5,150,0,1
"204",2,2,0.01,2,20,0.3,0.5,0.5,0.5,5,150,0,1
"205",1,1,0.02,2,20,0.3,0.5,0.5,0.5,5,150,0,1
"206",2,1,0.02,2,20,0.3,0.5,0.5,0.5,5,150,0,1
"207",1,2,0.02,2,20,0.3,0.5,0.5,0.5,5,150,0,1
"208",2,2,0.02,2,20,0.3,0.5,0.5,0.5,5,150,0,1
"209",1,1,0.01,1,40,0.3,0.5,0.5,0.5,5,150,0,1
"210",2,1,0.01,1,40,0.3,0.5,0.5,0.5,5,150,0,1
"211",1,2,0.01,1,40,0.3,0.5,0.5,0.5,5,150,0,1
"212",2,2,0.01,1,40,0.3,0.5,0.5,0.5,5,150,0,1
"213",1,1,0.02,1,40,0.3,0.5,0.5,0.5,5,150,0,1
"214",2,1,0.02,1,40,0.3,0.5,0.5,0.5,5,150,0,1
"215",1,2,0.02,1,40,0.3,0.5,0.5,0.5,5,150,0,1
"216",2,2,0.02,1,40,0.3,0.5,0.5,0.5,5,150,0,1
"217",1,1,0.01,2,40,0.3,0.5,0.5,0.5,5,150,0,1
"218",2,1,0.01,2,40,0.3,0.5,0.5,0.5,5,150,0,1
"219",1,2,0.01,2,40,0.3,0.5,0.5,0.5,5,150,0,1
"220",2,2,0.01,2,40,0.3,0.5,0.5,0.5,5,150,0,1
"221",1,1,0.02,2,40,0.3,0.5,0.5,0.5,5,150,0,1
"222",2,1,0.02,2,40,0.3,0.5,0.5,0.5,5,150,0,1
"223",1,2,0.02,2,40,0.3,0.5,0.5,0.5,5,150,0,1
"224",2,2,0.02,2,40,0.3,0.5,0.5,0.5,5,150,0,1
"225",1,1,0.01,1,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"226",2,1,0.01,1,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"227",1,2,0.01,1,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"228",2,2,0.01,1,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"229",1,1,0.02,1,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"230",2,1,0.02,1,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"231",1,2,0.02,1,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"232",2,2,0.02,1,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"233",1,1,0.01,2,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"234",2,1,0.01,2,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"235",1,2,0.01,2,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"236",2,2,0.01,2,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"237",1,1,0.02,2,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"238",2,1,0.02,2,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"239",1,2,0.02,2,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"240",2,2,0.02,2,Inf,0.3,0.5,0.5,0.5,5,150,0,1
"241",1,1,0.01,1,20,0.5,0.5,0.5,0.5,5,150,0,1
"242",2,1,0.01,1,20,0.5,0.5,0.5,0.5,5,150,0,1
"243",1,2,0.01,1,20,0.5,0.5,0.5,0.5,5,150,0,1
"244",2,2,0.01,1,20,0.5,0.5,0.5,0.5,5,150,0,1
"245",1,1,0.02,1,20,0.5,0.5,0.5,0.5,5,150,0,1
"246",2,1,0.02,1,20,0.5,0.5,0.5,0.5,5,150,0,1
"247",1,2,0.02,1,20,0.5,0.5,0.5,0.5,5,150,0,1
"248",2,2,0.02,1,20,0.5,0.5,0.5,0.5,5,150,0,1
"249",1,1,0.01,2,20,0.5,0.5,0.5,0.5,5,150,0,1
"250",2,1,0.01,2,20,0.5,0.5,0.5,0.5,5,150,0,1
"251",1,2,0.01,2,20,0.5,0.5,0.5,0.5,5,150,0,1
"252",2,2,0.01,2,20,0.5,0.5,0.5,0.5,5,150,0,1
"253",1,1,0.02,2,20,0.5,0.5,0.5,0.5,5,150,0,1
"254",2,1,0.02,2,20,0.5,0.5,0.5,0.5,5,150,0,1
"255",1,2,0.02,2,20,0.5,0.5,0.5,0.5,5,150,0,1
"256",2,2,0.02,2,20,0.5,0.5,0.5,0.5,5,150,0,1
"257",1,1,0.01,1,40,0.5,0.5,0.5,0.5,5,150,0,1
"258",2,1,0.01,1,40,0.5,0.5,0.5,0.5,5,150,0,1
"259",1,2,0.01,1,40,0.5,0.5,0.5,0.5,5,150,0,1
"260",2,2,0.01,1,40,0.5,0.5,0.5,0.5,5,150,0,1
"261",1,1,0.02,1,40,0.5,0.5,0.5,0.5,5,150,0,1
"262",2,1,0.02,1,40,0.5,0.5,0.5,0.5,5,150,0,1
"263",1,2,0.02,1,40,0.5,0.5,0.5,0.5,5,150,0,1
"264",2,2,0.02,1,40,0.5,0.5,0.5,0.5,5,150,0,1
"265",1,1,0.01,2,40,0.5,0.5,0.5,0.5,5,150,0,1
"266",2,1,0.01,2,40,0.5,0.5,0.5,0.5,5,150,0,1
"267",1,2,0.01,2,40,0.5,0.5,0.5,0.5,5,150,0,1
"268",2,2,0.01,2,40,0.5,0.5,0.5,0.5,5,150,0,1
"269",1,1,0.02,2,40,0.5,0.5,0.5,0.5,5,150,0,1
"270",2,1,0.02,2,40,0.5,0.5,0.5,0.5,5,150,0,1
"271",1,2,0.02,2,40,0.5,0.5,0.5,0.5,5,150,0,1
"272",2,2,0.02,2,40,0.5,0.5,0.5,0.5,5,150,0,1
"273",1,1,0.01,1,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"274",2,1,0.01,1,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"275",1,2,0.01,1,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"276",2,2,0.01,1,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"277",1,1,0.02,1,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"278",2,1,0.02,1,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"279",1,2,0.02,1,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"280",2,2,0.02,1,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"281",1,1,0.01,2,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"282",2,1,0.01,2,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"283",1,2,0.01,2,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"284",2,2,0.01,2,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"285",1,1,0.02,2,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"286",2,1,0.02,2,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"287",1,2,0.02,2,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"288",2,2,0.02,2,Inf,0.5,0.5,0.5,0.5,5,150,0,1
"289",1,1,0.01,1,20,0.1,0.9,0.5,0.5,5,150,0,1
"290",2,1,0.01,1,20,0.1,0.9,0.5,0.5,5,150,0,1
"291",1,2,0.01,1,20,0.1,0.9,0.5,0.5,5,150,0,1
"292",2,2,0.01,1,20,0.1,0.9,0.5,0.5,5,150,0,1
"293",1,1,0.02,1,20,0.1,0.9,0.5,0.5,5,150,0,1
"294",2,1,0.02,1,20,0.1,0.9,0.5,0.5,5,150,0,1
"295",1,2,0.02,1,20,0.1,0.9,0.5,0.5,5,150,0,1
"296",2,2,0.02,1,20,0.1,0.9,0.5,0.5,5,150,0,1
"297",1,1,0.01,2,20,0.1,0.9,0.5,0.5,5,150,0,1
"298",2,1,0.01,2,20,0.1,0.9,0.5,0.5,5,150,0,1
"299",1,2,0.01,2,20,0.1,0.9,0.5,0.5,5,150,0,1
"300",2,2,0.01,2,20,0.1,0.9,0.5,0.5,5,150,0,1
"301",1,1,0.02,2,20,0.1,0.9,0.5,0.5,5,150,0,1
"302",2,1,0.02,2,20,0.1,0.9,0.5,0.5,5,150,0,1
"303",1,2,0.02,2,20,0.1,0.9,0.5,0.5,5,150,0,1
"304",2,2,0.02,2,20,0.1,0.9,0.5,0.5,5,150,0,1
"305",1,1,0.01,1,40,0.1,0.9,0.5,0.5,5,150,0,1
"306",2,1,0.01,1,40,0.1,0.9,0.5,0.5,5,150,0,1
"307",1,2,0.01,1,40,0.1,0.9,0.5,0.5,5,150,0,1
"308",2,2,0.01,1,40,0.1,0.9,0.5,0.5,5,150,0,1
"309",1,1,0.02,1,40,0.1,0.9,0.5,0.5,5,150,0,1
"310",2,1,0.02,1,40,0.1,0.9,0.5,0.5,5,150,0,1
"311",1,2,0.02,1,40,0.1,0.9,0.5,0.5,5,150,0,1
"312",2,2,0.02,1,40,0.1,0.9,0.5,0.5,5,150,0,1
"313",1,1,0.01,2,40,0.1,0.9,0.5,0.5,5,150,0,1
"314",2,1,0.01,2,40,0.1,0.9,0.5,0.5,5,150,0,1
"315",1,2,0.01,2,40,0.1,0.9,0.5,0.5,5,150,0,1
"316",2,2,0.01,2,40,0.1,0.9,0.5,0.5,5,150,0,1
"317",1,1,0.02,2,40,0.1,0.9,0.5,0.5,5,150,0,1
"318",2,1,0.02,2,40,0.1,0.9,0.5,0.5,5,150,0,1
"319",1,2,0.02,2,40,0.1,0.9,0.5,0.5,5,150,0,1
"320",2,2,0.02,2,40,0.1,0.9,0.5,0.5,5,150,0,1
"321",1,1,0.01,1,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"322",2,1,0.01,1,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"323",1,2,0.01,1,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"324",2,2,0.01,1,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"325",1,1,0.02,1,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"326",2,1,0.02,1,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"327",1,2,0.02,1,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"328",2,2,0.02,1,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"329",1,1,0.01,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"330",2,1,0.01,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"331",1,2,0.01,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"332",2,2,0.01,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"333",1,1,0.02,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"334",2,1,0.02,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"335",1,2,0.02,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"336",2,2,0.02,2,Inf,0.1,0.9,0.5,0.5,5,150,0,1
"337",1,1,0.01,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"338",2,1,0.01,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"339",1,2,0.01,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"340",2,2,0.01,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"341",1,1,0.02,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"342",2,1,0.02,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"343",1,2,0.02,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"344",2,2,0.02,1,20,0.3,0.9,0.5,0.5,5,150,0,1
"345",1,1,0.01,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"346",2,1,0.01,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"347",1,2,0.01,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"348",2,2,0.01,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"349",1,1,0.02,2,20,0.3,0.9,0.5,0.5,5,150,0,1
"350",2,1,0.02,2,20,0.3,0.9,0.5,0.5,5,150,0,1
