"time";"M";"lac";"mu";"K";"gam";"laa";"x";"island_ontogeny";"sea_level";"max_area";"current_area";"peak_time";"total_island_age";"sea_level_amplitude";"sea_level_frequency";"island_gradient_angle";"extcutoff";"x_s";"x_nonend"
6,15;1000;1e-04;0,5;0,001;0,03;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;0,5;0,001;0,03;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;1;0,001;0,03;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;1;0,001;0,03;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;0,5;0,01;0,03;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;0,5;0,01;0,03;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;1;0,01;0,03;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;1;0,01;0,03;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;0,5;Inf;0,03;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;0,5;Inf;0,03;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;1;Inf;0,03;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;1;Inf;0,03;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;0,5;0,001;0,06;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;0,5;0,001;0,06;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;1;0,001;0,06;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;1;0,001;0,06;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;0,5;0,01;0,06;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;0,5;0,01;0,06;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;1;0,01;0,06;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;1;0,01;0,06;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;0,5;Inf;0,06;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;0,5;Inf;0,06;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;1;Inf;0,06;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;1;Inf;0,06;1;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;0,5;0,001;0,03;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;0,5;0,001;0,03;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;1;0,001;0,03;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;1;0,001;0,03;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;0,5;0,01;0,03;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;0,5;0,01;0,03;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;1;0,01;0,03;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;1;0,01;0,03;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;0,5;Inf;0,03;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;0,5;Inf;0,03;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;1;Inf;0,03;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;1;Inf;0,03;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;0,5;0,001;0,06;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;0,5;0,001;0,06;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;1;0,001;0,06;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;1;0,001;0,06;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;0,5;0,01;0,06;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;0,5;0,01;0,06;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;1;0,01;0,06;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;1;0,01;0,06;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;0,5;Inf;0,06;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;0,5;Inf;0,06;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;1e-04;1;Inf;0,06;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
6,15;1000;2e-04;1;Inf;0,06;2;0,2;"beta";"sine";3787;1431;0,27;8,473;60;61,5;85;1000;0;0
